kingdom_portugal_brazil_title;Reforming the United Kingdoms of Portugal and Brazil;;;;;;;;;;;;;x;;;;;;;;;;;
kingdom_portugal_brazil_desc;We have reunited the kingdoms of Portugal and Brazil which split apart years ago!;;;;;;;;;;;;;x;;;;;;;;;;;
EVTNAME123412346;Literacy Fix for Austrian Italians;;;;;;;;;;;;;x;;;;;;;;;;;
EVTDESC123412346;This event increases the literacy rating for North Italian POPs in Austria to be close to the prevailing historical literacy rate in Northern Italy, such as the independent North Italian minors already start with. As North Italian is not an accepted culture for Austria, POPs of that culture have to otherwise get the generic 10% literacy rate for unaccepted POPs instead.;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTA123412346;Italians can read!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
EVTNAME123412347;Literacy Fix for Hungarians;;;;;;;;;;;;;x;;;;;;;;;;;
EVTDESC123412347;This event increases the literacy rating for Hungarian POPs within the modern-day borders of Hungary from 10% to 25%. 25% is the estimated average literacy in the Austrian Empire for 1836. As Hungarian is not an accepted culture for Austria, POPs of that culture have to otherwise get the generic 10% literacy rate for unaccepted POPs instead. When coupled with the Italian fix, raising Hungarian literacy to a more historical level allows Austria to have the literacy rating promised in the country file, to no longer operate under a handicap they should not have.;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTA123412347;Hungarians can read!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
EVTNAME123412348;Literacy Fix for French Minorities;;;;;;;;;;;;;x;;;;;;;;;;;
EVTDESC123412348;This event increases the literacy rating for European minorities to be closer to the prevailing historical literacy rate in mainland France for the time, around 50%  As these are not otherwise accepted cultures for France, they have previously received the generic 10% literacy rate for unaccepted POPs, a value meant more for France's overseas minorities like the Arabs and Africans. This event will give the minorities a literacy rate of 40%.;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTA123412348;Vive l'Alsatians?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
EVTNAME123412349;Literacy Fix for the Irish;;;;;;;;;;;;;x;;;;;;;;;;;
EVTDESC123412349;This event increases the literacy rating for Irish POPs in the United Kingdom to 30%. As Irish is not accepted by the United Kingdom, the POPs had been receiving the default 10% literacy rate reserved for unaccepted POPs. Real literacy in Ireland was likely at least 30% on average by 1836, and the 10% value severely dragged the in-game literacy rating of the United Kingdom down from the historical 53% or so to 43%. This reduce some of the unwarranted handicap upon the United Kingdom.;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTA123412349;Irish can read!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
EVTNAME123412350;Culture Fix for Australia;;;;;;;;;;;;;x;;;;;;;;;;;
EVTDESC123412350;This event changes most British pops in Australia to Australian as soon as Australia is released;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTA123412350;G'day Mate;;;;;;;;;;;;;x;;;;;;;;;;;
loss_of_balkans_title;The loss of the balkans;;;;;;;;;;;;;x;;;;;;;;;;;
loss_of_balkans_desc;The Balkans have been lost to other imperial powers. However, instead of dwelling on our status of the sick man of europe, we should now work to embrace the arabs who now make up the majority of our remaining territories;;;;;;;;;;;;;x;;;;;;;;;;;
DR_NAME;Dominions Released;;;;;;;;;;;;;x;;;;;;;;;;;
DR_DESC;Same as Grand Campaign except all dominions of UK are released at game start;;;;;;;;;;;;;x;;;;;;;;;;;
EVTNAME123412351;Sphere Fixes for Dominions;;;;;;;;;;;;;x;;;;;;;;;;;
EVTDESC123412351;This event adds all dominions into the British Sphere at game start;;;;;;;;;;;;;x;;;;;;;;;;;
EVTOPTA123412351;The Sun never Sets;;;;;;;;;;;;;x;;;;;;;;;;;
embrace_slovene_minority_title;Embrace the Slovene Minority;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
embrace_slovene_minority_desc;We shall embrace our Slovene citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
embrace_croat_minority_title;Embrace the Croat Minority;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
embrace_croat_minority_desc;We shall embrace our Croat citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;
integrate_bosnia_title;Integrate Bosnia;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_bosnia_desc;The Ottomans are seen as the sick man of Europe, we have proven this by taking Bosnia and the rest of Europe now are happy to declare us the true rulers of the region;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_luxemburg_title;Integartion of Luxemburg;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_luxemburg_desc;Luxemburg is a crossroads of german and french peoples and has been claimed by many neighbours. Since we have de facto control over the region we can claim it to be a core part of our country!;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_picardy_title;Integartion of Picardy;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_picardy_desc;A small but notable minority of Flemish people have been living in Picardy and have not been represented by France. We can now fix this and give these people the government they deserve!;;;;;;;;;;;;;x;;;;;;;;;;;
prioritise_the_flemish_title;A Flemish Future?;;;;;;;;;;;;;x;;;;;;;;;;;
prioritise_the_flemish_desc;The Flemish and Walloons evenly divide our nation. We have decided to shift our culture to the Flemish people in order to reconcile the Dutch people in our country;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_holstein_title;Integration of Holstein;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_holstein_desc;Holstein has long been in Denmark's Sphere of Influence. It's now time to fully incorporate them and their people into out nation;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_wallonia_title;Integrate the Walloons;;;;;;;;;;;;;x;;;;;;;;;;;
integrate_wallonia_desc;Wallonia has long been seen as a core part of our nation historically. Now though we can push to firmly integrate them into our populace;;;;;;;;;;;;;x;;;;;;;;;;;
unify_indochina_burma_title;Greater Burma;;;;;;;;;;;;;x;;;;;;;;;;;
unify_indochina_burma_desc;The people who are considered or share a language or culture with Burma is massive. Let us establish a cultural union of these people;;;;;;;;;;;;;x;;;;;;;;;;;
unify_indochina_siam_title;Greater Siam;;;;;;;;;;;;;x;;;;;;;;;;;
unify_indochina_siam_desc;The people who are considered or share a language or culture with Siam is massive. Let us establish a cultural union of these people;;;;;;;;;;;;;x;;;;;;;;;;;
unify_indochina_vietnam_title;Greater Dai Viet;;;;;;;;;;;;;x;;;;;;;;;;;
unify_indochina_vietnam_desc;Dai Viet lies on the crossroads of chinese and indochinese peoples, we should use our crossroads of these people to establish a multi-ethic state;;;;;;;;;;;;;x;;;;;;;;;;;
saf_beacon_of_liberty_title;Reconciliation with the Africans;;;;;;;;;;;;;x;;;;;;;;;;;
saf_beacon_of_liberty_desc;The people in Africa have been oppressed for ages. Maybe we should reconsider our attitude and establish a state with all people in mind;;;;;;;;;;;;;x;;;;;;;;;;;
spa_filipino_inititive_title;The Philippine Initiative;;;;;;;;;;;;;x;;;;;;;;;;;
spa_filipino_inititive_desc;The Philippines are sort after by many other powers in the world. It has been decided that we should integrate them into Spain proper in order to better protect them;;;;;;;;;;;;;x;;;;;;;;;;;
por_lusotropicalism_title;Lusotropicalism;;;;;;;;;;;;;x;;;;;;;;;;;
por_lusotropicalism_desc;Lusotropicalism was a theory developed by Brazilian Sociologist Gilberto Freyre which suggested that amongst the European Colonizers, Portugal was the best due to it's longevity and treatment of the native populations. We should embrace this and integrate our African Colonies into Portugal proper;;;;;;;;;;;;;x;;;;;;;;;;;
sca_finno_uralic_integration_title;Integration of Finno-Uralia;;;;;;;;;;;;;x;;;;;;;;;;;
sca_finno_uralic_integration_desc;The Finno-Uralic people have, for a long time, been oppressed by the Russian Government. We should liberate them and integrate them into our nation;;;;;;;;;;;;;x;;;;;;;;;;;
focus_on_balkans_title;Focus on the Balkans;;;;;;;;;;;;;x;;;;;;;;;;;
focus_on_balkans_desc;The Balkans have been a massive focus for previous sultans and if we can reassert control over the region and adopt more western governance and attitudes towards religion then we might be able to shake of the Sick man of Europe title;;;;;;;;;;;;;x;;;;;;;;;;;
peru_bolivia_unification_title;The Peru-Bolivia Confederation;;;;;;;;;;;;;x;;;;;;;;;;;
peru_bolivia_unification_desc;Peru and Bolivia were united under one flag before and now we control the other's land we can re-establish this;;;;;;;;;;;;;x;;;;;;;;;;;
la_plata_unification_title;Unification of La Plata;;;;;;;;;;;;;x;;;;;;;;;;;
la_plata_unification_desc;The ideas of a unified Southern South America have been a pipe dream for a long time but now with our dominance over the surronding neighbours we can forge a new united identity;;;;;;;;;;;;;x;;;;;;;;;;;
